label,message,length
0,"['bring', 'got']",2
0,"['i', 'wil', '&', 'lt', ';', '#', '&', 'gt', ';', 'minute', '.', 'got', 'space']",13
0,"['update', 'face', 'book', 'status', 'frequently', ':', ')']",7
1,"['how', 'getting', 'touch', 'folk', 'waiting', 'company', '?', 'just', 'txt', 'back', 'name', 'age', 'opt', '!', 'enjoy', 'community', '(', '150p/sms', ')']",19
0,"['on', 'road', 'cant', 'txt']",4
0,"['can', 'please', 'send', 'aunty', ""'s"", 'number']",6
1,"['-pls', 'stop', 'bootydelious', '(', '32/f', ')', 'inviting', 'friend', '.', 'reply', 'yes-434', 'no-434', 'see', ':', 'www.sms.ac/u/bootydelious', 'stop', '?', 'send', 'stop', 'frnd', '62468']",21
0,"['his', 'frens', 'go', 'lor', '.', 'not', 'alone', 'wif', 'mum', 'n', 'si', 'lor', '.']",13
0,"['that', ""'s"", 'haf', 'combine', 'n', 'c', 'lor', '...']",8
0,"['but', 'havent', 'got', 'da', 'topic', 'yet', 'rite', '?']",8
0,"['i.ll', 'always', ',', 'even', 'spirit', '.', 'i.ll', 'get', 'bb', 'soon', '.', 'just', 'trying', 'sure', 'need', '.']",16
0,"['hai', 'dear', 'friend', '...', 'this', 'new', '&', 'amp', ';', 'present', 'number', '..', ':', ')', 'by', 'rajitha', 'raj', '(', 'ranju', ')']",20
1,"['a', '£400', 'xmas', 'reward', 'is', 'waiting', 'for', 'you', '!', 'our', 'computer', 'randomly', 'picked', 'loyal', 'mobile', 'customer', 'receive', '£400', 'reward', '.', 'just', 'call', '09066380611']",23
0,"['raji', '..', 'pls', 'favour', '.', 'pls', 'convey', 'birthday', 'wish', 'nimya', '.', 'pls', '.', 'today', 'birthday', '.']",16
0,"['honeybee', 'said', ':', '*', 'i', ""'m"", 'sweetest', 'world', '*', 'god', 'laughed', '&', 'amp', ';', 'said', ':', '*', 'wait', ',', 'u', 'havnt', 'met', 'person', 'reading', 'this', 'msg', '*', 'moral', ':', 'even', 'god', 'can', 'crack', 'jokes', '!', 'gm+gn+ge+gn', ':', ')']",38
0,"['okie', 'ü', 'wan', 'meet', 'bishan', '?', 'cos', 'bishan', '.', 'i', ""'m"", 'driving', 'today', '.']",14
0,"['hi', 'da', ':', ')', 'today', 'class', '?']",7
0,"['i', '2', 'doc', 'appointment', 'next', 'week', '.', ':', '/', 'i', ""'m"", 'tired', 'shoving', 'stuff', '.', 'ugh', 'could', ""n't"", 'i', 'normal', 'body', '?']",22
0,"['perhaps', '*', 'much', 'easy', 'give', 'account', 'identification', ',', 'tomorrow', 'uni']",10
0,"['awesome', ',', 'plan', 'get', 'time', 'like', '&', 'lt', ';', '#', '&', 'gt', ';', ',', 'i', ""'ll"", 'text', 'detail', 'wee', 'bit']",20
0,"['hi', 'mate', 'rv', 'u', 'hav', 'nice', 'hol', 'message', '3', 'say', 'hello', 'coz', 'haven\x92t', 'sent', 'u', '1', 'age', 'started', 'driving', 'stay', 'road', '!', 'rvx']",23
0,"['okay', 'thought', 'expert']",3
0,"['k', '..', 'i', 'yan', 'jiu', 'liao', '...', 'sat', 'go', '4', 'bugis', 'vill', 'one', 'frm', '10', '3', 'den', 'hop', 'parco', '4', 'nb', '.', 'sun', 'go', 'cine', 'frm', '1030', '2', ',', 'den', 'hop', 'orc', 'mrt', '4', 'hip', 'hop', '4', '...']",38
0,"['its', 'worse', 'us', 'half', 'way', 'stop', '.', 'its', 'better', 'complete', '.']",11
1,"['sms', '.', 'ac', 'sptv', ':', 'the', 'new', 'jersey', 'devils', 'detroit', 'red', 'wings', 'play', 'ice', 'hockey', '.', 'correct', 'incorrect', '?', 'end', '?', 'reply', 'end', 'sptv']",24
0,"['how', '.', 'its', 'age', '.', 'how', ""'s"", 'abj']",8
0,"['ya', 'telling', 'abt', 'tht', 'incident', '..']",6
0,"['and', 'miss', 'vday', 'parachute', 'double', 'coin', '?', '?', '?', 'u', 'must', 'know', 'well', '...']",14
0,"['have', 'always', 'saying', 'welp', '?']",5
0,"['have', ""n't"", 'found', 'way', 'get', 'another', 'app', 'phone', ',', 'eh', '?', 'will', 'go', 'net', 'cafe', '?', 'did', 'take', 'job', '?', 'geeee', 'i', 'need', 'babe', '.', 'i', 'crave', 'see', '...']",29
0,"['that', ""'s"", 'fine', ',', 'give', 'call', 'know', 'want', 'question']",9
0,"['i', 'cant', 'wait', 'see', '!', 'how', 'photo', 'useful', '?', ':', ')']",11
0,"['dear', 'good', 'morning', 'feeling', 'dear']",5
0,"['no', '.', 'its', 'specialisation', '.', 'can', 'work', 'slave', 'labor', '.', 'will', 'look', 'month', 'sha', 'co', 'shakara', '4', 'beggar', '.']",19
0,"['there', ""'ll"", 'minor', 'shindig', 'place', 'later', 'tonight', ',', 'interested', '?']",10
0,"['webpage', 'available', '!']",3
0,"['sorry', ',', 'i', ""'ll"", 'call', 'later']",6
0,"['its', 'part', 'checking', 'iq']",4
1,"['you', 'contacted', 'dating', 'service', 'someone', 'know', '!', 'to', 'find', ',', 'call', 'land', 'line', '09050000878', '.', 'pobox45w2tg150p']",16
0,"['yeah', 'i', 'think', 'usual', 'guy', ""'s"", 'still', 'passed', 'last', 'night', ',', 'get', 'ahold', 'anybody', 'let', 'know', 'i', ""'ll"", 'throw']",19
1,"['private', '!', 'your', '2003', 'account', 'statement', '07808247860', 'show', '800', 'un-redeemed', 's.', 'i.', 'm.', 'point', '.', 'call', '08719899229', 'identifier', 'code', ':', '40411', 'expires', '06/11/04']",23
0,"['i', 'want', '&', 'lt', ';', '#', '&', 'gt', ';', 'r', 'da', ':', ')', '?']",14
0,"['at', 'home', 'way']",3
0,"['house-maid', 'murderer', ',', 'coz', 'man', 'murdered', '&', 'lt', ';', '#', '&', 'gt', ';', 'th', 'january', '..', 'as', 'public', 'holiday', 'govt.instituitions', 'closed', ',', 'including', 'post', 'office', '..', 'understand', '?']",28
1,"['85233', 'free', '>', 'ringtone', '!', 'reply', 'real']",7
0,"['same', 'kallis', 'dismissial', '2nd', 'test', ':', '-', ')', '.']",9
0,"[""s'fine"", '.', 'anytime', '.', 'all', 'best', '.']",7
0,"['awesome', ',', 'lem', 'know', 'whenever', ""'re"", 'around']",7
0,"['``', 'response', ""''"", 'one', 'powerful', 'weapon', '2', 'occupy', 'place', 'others', ""'heart"", ""'"", '...', 'so', ',', 'always', 'give', 'response', '2', 'care', '4', 'u', ""''"", '...', 'gud', 'night', '..', 'swt', 'dream', '..', 'take', 'care']",32
0,"['did', 'show', 'wot', 'say', 'could', 'u', 'c', '4', 'dust', '?']",10
0,"['yun', 'ah.the', 'ubi', 'one', 'say', 'ü', 'wan', 'call', 'tomorrow.call', '67441233', 'look', 'irene.ere', 'got', 'bus8,22,65,61,66,382', '.', 'ubi', 'cres', ',', 'ubi', 'tech', 'park.6ph', '1st', '5wkg', 'days.èn']",24
0,"['oh', 'yeah', ',', 'and', 'hav', 'a', 'great', 'time', 'in', 'newquay-send', 'me', 'a', 'postcard', '!', '1', 'look', 'after', 'all', 'the', 'girls', 'while', 'im', 'gone', '(', 'u', 'know', 'the', '1im', 'talkin', 'bout', '!', ')', 'xx']",33
0,"['sorry', ""'m"", 'free', '...']",4
1,"['congratulations', 'ur', 'awarded', '500', 'cd', 'voucher', '125gift', 'guaranteed', '&', 'free', 'entry', '2', '100', 'wkly', 'draw', 'txt', 'music', '87066']",18
0,"['still', 'west', 'coast', '...', 'haiz', '...', 'ü', ""'ll"", 'take', 'forever', 'come', 'back', '...']",13
0,"['hi', 'jon', ',', 'pete', ',', 'ive', 'bin', '2', 'spain', 'recently', '&', 'hav', 'sum', 'dinero', 'left', ',', 'bill', 'said', 'u', 'ur', '\x91rents', 'mayb', 'interested', ',', 'i', 'hav', '12,000pes', ',', 'around', '£48', ',', 'tb', ',', 'james', '.']",35
0,"['ok', ""'s"", 'great', 'thanx', 'lot', '.']",6
0,"['oh', '...', 'asked', 'fun', '.', 'haha', '...', 'take', 'care', '.', 'ü']",11
1,"['show', 'ur', 'colour', '!', 'euro', '2004', '2-4-1', 'offer', '!', 'get', 'england', 'flag', '&', '3lions', 'tone', 'ur', 'phone', '!', 'click', 'following', 'service', 'message', 'info', '!']",24
0,"['dear', ',', 'me', 'cherthala.in', 'case', 'u', 'r', 'coming', 'cochin', 'pls', 'call', 'bfore', 'u', 'start.i', 'shall', 'also', 'reach', 'accordingly.or', 'tell', 'day', 'u', 'r', 'coming.tmorow', 'engaged', 'an', 'holiday', '.']",27
0,"['yeah', 'get', 'random', 'dude', 'need', 'change', 'info', 'sheet', 'party', '&', 'lt', ';', '#', '&', 'gt', ';', '/7', 'never', 'study', 'safe']",20
0,"['or', 'better', 'still', 'catch', 'let', 'ask', 'sell', '&', 'lt', ';', '#', '&', 'gt', ';', '.']",15
0,"['anything', 'lar', 'ü', 'going', 'home', '4', 'dinner', '?']",8
0,"['(', 'and', 'man', 'carlos', 'definitely', 'coming', 'mu', 'tonight', ',', 'excuse', ')']",11
0,"['hey', 'still', 'want', 'go', 'yogasana', '?', 'coz', 'end', 'cine', 'go', 'bathe', 'hav', 'steam', 'bath']",14
0,"['just', 'dropped', 'em', ',', 'omw', 'back']",6
0,"['now', 'started', 'dont', 'stop', '.', 'just', 'pray', 'good', 'idea', 'anything', 'see', 'help', 'guy', 'i.ll', 'forward', 'link', '.']",17
0,"['but', 'dint', 'touch', '.']",4
0,"['the', 'basket', ""'s"", 'gettin', 'full', 'i', 'might', 'tonight']",8
0,"['hiya', 'u', 'like', 'hlday', 'pic', 'looked', 'horrible', 'took', 'mo', '!', 'hows', 'camp', 'amrca', 'thing', '?', 'speak', 'soon', 'serena', ':', ')']",20
0,"['``', 'cha', 'quiteamuzing', 'that\x92scool', 'babe', ',', 'probpop', 'in', '&', 'cu', 'satthen', 'hunny', '4brekkie', '!', 'love', 'jen', 'xxx', '.', 'psxtra', 'lrg', 'portions', '4', 'me', 'please', '``']",25
0,"['sent', 'ur', 'email', 'id', 'soon']",5
0,"['then', 'wat', 'r', 'u', '?', 'busy', 'wif', 'work', '?']",9
0,"['i', 'wont', 'anything', 'de', '.']",5
0,"['ic', '.', 'there', 'lotta', 'childporn', 'car', '.']",7
0,"['yo', 'sorry', 'shower', 'sup']",4
1,"['double', 'min', 'txts', '4', '6months', 'free', 'bluetooth', 'orange', '.', 'available', 'sony', ',', 'nokia', 'motorola', 'phone', '.', 'call', 'mobileupd8', '08000839402', 'call2optout/n9dx']",20
0,"['oh', '!', 'shit', ',', 'i', 'thought', 'trip', '!', 'loooooool', '...', 'that', 'make', 'so', 'much', 'sense', '...', '*', 'grin', '*', 'sofa', 'reference', '...', 'the', '``', 'sleep', 'couch', ""''"", 'link', 'sent', '...', 'was', ""n't"", 'went', 'trip', '?', 'oh', '...', 'and', ""n't"", 'babe', 'go', 'celebration', 'rent', '?']",44
0,"['k', '..', 'come', 'wenever', 'u', 'lik', 'come', 'also', 'tel', 'vikky', 'come', 'getting', 'free', 'time', '..', ':', '-', ')']",18
0,"['good', 'afternoon', ',', 'love', '!', 'how', 'go', 'day', '?', 'i', 'hope', 'maybe', 'got', 'lead', 'job', '.', 'i', 'think', ',', 'boytoy', 'send', 'passionate', 'kiss', 'across', 'sea']",25
1,"['call', 'germany', '1', 'penny', 'per', 'minute', '!', 'call', 'fixed', 'line', 'via', 'access', 'number', '0844', '861', '85', '85', '.', 'no', 'prepayment', '.', 'direct', 'access', '!', 'www.telediscount.co.uk']",25
0,"['oi', 'gon', 'na', 'ring']",4
0,"['nite', '...']",2
0,"['i', 'sent', '&', 'lt', ';', '#', '&', 'gt', ';', 'buck']",10
0,"['good', 'morning', 'plz', 'call', 'sir']",5
0,"['say', '&', 'lt', ';', '#', '&', 'gt', ';', 'year', 'old', 'man', 'money', '.', 'i', ""'m"", 'last', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'still', 'waiting', 'check', '.']",28
1,"['great', 'new', 'offer', '-', 'double', 'mins', '&', 'double', 'txt', 'best', 'orange', 'tariff', 'and', 'get', 'latest', 'camera', 'phone', '4', 'free', '!', 'call', 'mobileupd8', 'free', '08000839402', 'now', '!', '2stoptxt', 't', '&', 'cs']",30
0,"['university', 'southern', 'california', '.']",4
0,"['i', 'made', 'payment', 'dont', 'much', '.', 'sorry', '.', 'would', 'want', 'fedex', 'way', '.']",13
0,"['networking', 'job', '.']",3
0,"['i', 'actually', 'first', 'time', '.', 'i', 'went', 'bed', 'long', 'spoke', '.', 'woke', '7', '.', 'how', 'night', '?']",17
0,"['what', 'record', 'one', 'night', '?', ':', ')']",7
1,"['win', 'year', 'supply', 'cds', '4', 'store', 'ur', 'choice', 'worth', '£500', '&', 'enter', '£100', 'weekly', 'draw', 'txt', 'music', '87066', 'ts', '&', 'cs', 'www.ldew.com.subs16+1win150ppmx3']",22
0,"['india', 'take', 'lead', ':', ')']",5
0,"['uhhhhrmm', 'isnt', 'tb', 'test', 'bad', 'youre', 'sick']",7
0,"['night', 'ended', 'another', 'day', ',', 'morning', 'come', 'special', 'way', '.', 'may', 'smile', 'like', 'sunny', 'ray', 'leaf', 'worry', 'blue', 'blue', 'bay', '.', 'gud', 'mrng']",23
0,"['i', 'want', 'kiss', 'feel', 'next']",5
0,"['u', 'haven\x92t', 'lost', 'ill', 'always', 'b', '4u.i', 'didn\x92t', 'intend', '2', 'hurt', 'u', 'i', 'never', 'knew', 'u', 'felt', 'iwas+marine', '&', 'that\x92s', 'itried2tell', 'urmom.i', 'careabout', 'u']",24
0,"['they', 'thread', 'wishlist', 'section', 'forum', 'ppl', 'post', 'nitro', 'request', '.', 'start', 'last', 'page', 'collect', 'bottom', '.']",16
0,"['hey', '.', 'y', 'reply', 'pa', '..']",6
0,"['i', 'waiting', 'call', 'sir', '.']",5
0,"['actually', ',', 'mobile', 'full', 'msg', '.', 'and', 'work', 'online', ',', 'need', 'send', '&', 'lt', ';', '#', '&', 'gt', ';', 'sent', 'msg', 'wil', 'explain', 'u', 'later', '.']",26
0,"['2', 'half', 'year', 'missed', 'friendship', ':', '-', ')']",8
0,"['its', '&', 'lt', ';', '#', '&', 'gt', ';', 'k', 'oh', '.', 'should', 'send', 'home', 'sale', '.']",16
0,"['speaking', 'cash', 'yet', '?']",4
1,"['eastenders', 'tv', 'quiz', '.', 'what', 'flower', 'dot', 'compare', '?', 'd=', 'violet', 'e=', 'tulip', 'f=', 'lily', 'txt', 'd', 'e', 'f', '84025', 'now', '4', 'chance', '2', 'win', '£100', 'cash', 'wkent/150p16+']",28
0,"['i', 'liked', 'new', 'house']",4
0,"['good', 'stuff', ',', '.']",4
0,"['okie', 'scared', 'u', 'say', 'fat', '...', 'then', 'u', 'dun', 'wan', 'already', '...']",12
0,"['yup', 'n', 'fren', 'lor', '.', 'i', ""'m"", 'meeting', 'fren', '730', '.']",11
0,"['awesome', ',', 'minute']",3
0,"['tyler', '(', 'getting', '8th', ')', 'leave', 'long', '9', ',', 'get', 'like', 'hour', '?']",13
1,"['urgent', '!', 'please', 'call', '09066612661', 'landline', ',', 'complimentary', '4', '*', 'lux', 'costa', 'del', 'sol', 'holiday', '£1000', 'cash', 'await', 'collection', '.', 'ppm', '150', 'sae', 't', '&', 'cs', 'james', '28', ',', 'eh74rr']",30
0,"['hahaha', '..', 'use', 'brain', 'dear']",5
0,"['great', 'comedy', '..', 'cant', 'stop', 'laughing', 'da', ':', ')']",9
0,"['look', 'at', 'the', 'fuckin', 'time', '.', 'what', 'the', 'fuck', 'you', 'think', 'is', 'up']",13
0,"['badrith', 'chennai', ':', ')', 'surely', 'pick', 'u', ':', ')', 'competition', '.']",11
1,"['want', 'explicit', 'sex', '30', 'sec', '?', 'ring', '02073162414', '!', 'costs', '20p/min', 'gsex', 'pobox', '2667', 'wc1n', '3xx']",16
0,"['oh', 'god', '.', 'i', ""'m"", 'gon', 'na', 'google', 'nearby', 'cliff', '.']",11
0,"['there', 'nice', 'pub', 'near', 'frankie', 'n', 'bennys', 'near', 'warner', 'cinema', '?']",11
0,"['i', 'donno', 'scorable']",3
0,"['oh', 'ok', 'prob', '..']",4
0,"['that', 'seems', 'unnecessarily', 'affectionate']",4
0,"['my', 'sister', 'cleared', 'two', 'round', 'birla', 'soft', 'yesterday', '.']",9
0,"['i', 'borrow', 'ur', 'bag', 'ok', '.']",6
0,"['she', ""'s"", 'good', '.', 'how', '.', 'where', 'r', 'u', 'working']",10
0,"['oh', 'wow', 'thats', 'gay', '.', 'will', 'firmware', 'update', 'help']",9
1,"['u', 'r', 'subscribed', '2', 'textcomp', '250', 'wkly', 'comp', '.', '1st', 'wk', '?', 'free', 'question', 'follows', ',', 'subsequent', 'wks', 'charged', '@', '150p/msg.2', 'unsubscribe', 'txt', 'stop', '2', '84128', ',', 'custcare', '08712405020']",29
0,"['i', 'wake', 'since', '.', 'i', 'checked', 'stuff', 'saw', 'true', 'available', 'space', '.', 'pls', 'call', 'embassy', 'send', 'mail', '.']",18
0,"['jus', 'finish', 'lunch', 'way', 'home', 'lor', '...', 'i', 'tot', 'u', 'dun', 'wan', '2', 'stay', 'sch', 'today', '...']",17
0,"['well', 'i', ""n't"", 'available', 'i', 'washob', 'nobbing', 'last', 'night', 'ask', 'nickey', 'platt', 'instead', '!', ';']",15
0,"['when', 'i', 'come', '?']",4
0,"['y', '?', 'where', 'u', 'at', 'dogbreath', '?', 'its', 'just', 'sounding', 'like', 'jan', 'c', 'that\x92s', 'al', '!', '!', '!', '!', '!', '!', '!', '!', '!']",24
0,"['i', 'went', 'project', 'centre']",4
0,"['good', 'afternoon', ',', 'boytoy', '...', 'how', 'feeling', 'today', '?', 'better', 'i', 'hope', '?', 'are', 'good', 'boy', '?', 'are', 'obedient', ',', 'slave', '?', 'do', 'please', 'queen', '?']",26
0,"['havent', 'planning', 'buy', 'later', '.', 'i', 'check', 'already', 'lido', 'got', '530', 'show', 'e', 'afternoon', '.', 'u', 'finish', 'work', 'already', '?']",20
0,"['double', 'eviction', 'week', '-', 'spiral', 'michael', 'good', 'riddance', '!']",9
0,"['``', 'im', 'gloucesterroad', 'uup', 'later', '?', ""''""]",7
0,"['shuhui', 'bought', 'ron', ""'s"", 'present', ""'s"", 'swatch', 'watch', '...']",9
0,"['that', 'day', 'ü', 'say', 'ü', 'cut', 'ur', 'hair', 'paragon', ',', 'called', 'hair', 'sense', '?', 'do', 'ü', 'noe', 'much', 'hair', 'cut', '?']",21
0,"['received', ',', 'understood', 'n', 'acted', 'upon', '!']",7
0,"['check', 'mail.i', 'mailed', 'varma', 'kept', 'copy', 'regarding', 'membership.take', 'care.insha', 'allah', '.']",11
0,"['wife.how', 'knew', 'time', 'murder', 'exactly']",5
0,"['tall', 'princess', '?']",3
0,"['sorry', ',', 'meeting', 'i', ""'ll"", 'call', 'later']",7
0,"['you', 'call', 'ok', 'said', 'call']",5
0,"['wat', 'time', 'ü', 'finish', '?']",5
0,"['say', 'slowly.', '?', 'god', ',', 'i', 'love', 'you', '&', 'amp', ';', 'i', 'need', 'you', ',', 'clean', 'my', 'heart', 'with', 'your', 'blood.send', 'ten', 'special', 'people', '&', 'amp', ';', 'u', 'c', 'miracle', 'tomorrow', ',', ',', 'pls', ',', 'pls', '...']",37
0,"['my', 'friend', 'use', 'call', '.']",5
0,"['nope', 'wif', 'si', 'lor', '...', 'aft', 'bathing', 'dog', 'bathe', '...', 'looks', 'like', ""'s"", 'going', '2', 'rain', 'soon', '.']",18
0,"['which', 'weird', 'i', 'know', 'i', 'one', 'point']",7
0,"['is', 'time', 'want', 'come', '?']",5
0,"['ok', '.', 'so', 'april', '.', 'cant', 'wait']",7
1,"['bored', 'speed', 'dating', '?', 'try', 'speedchat', ',', 'txt', 'speedchat', '80155', ',', ""n't"", 'like', 'em', 'txt', 'swap', 'get', 'new', 'chatter', '!', 'chat80155', 'pobox36504w45wq', '150p/msg', 'rcd', '16']",25
0,"['no', ""'m"", 'gon', 'na', 'able', '.', '||', 'late', 'notice', '.', '||', ""'ll"", 'home', 'week', 'anyway', '.', '||', 'plan']",18
0,"['soon', 'real', 'thing', 'princess', '!', 'do', 'make', 'wet', '?', ':', ')']",11
0,"['alright', ',', 'i', ""'ll"", 'head', 'minute', ',', 'text', 'meet']",9
0,"['on', 'way', 'school', '.', 'can', 'pls', 'send', 'ashley', ""'s"", 'number']",10
0,"['mum', 'say', 'wan', 'go', 'go', '...', 'then', 'shun', 'bian', 'watch', 'da', 'glass', 'exhibition', '...']",14
0,"['love', 'aathi', '..', 'love', 'u', 'lot', '..']",7
0,"['is', 'avatar', 'supposed', 'subtoitles']",4
0,"['i', 'know', 'called']",3
1,"['free', 'ring', 'tone', 'text', '``', 'polys', ""''"", '87131', '.', 'then', 'every', 'week', 'get', 'new', 'tone', '.', '0870737910216yrs', '£1.50/wk', '.']",19
1,"['camera', '-', 'you', 'awarded', 'sipix', 'digital', 'camera', '!', 'call', '09061221066', 'fromm', 'landline', '.', 'delivery', 'within', '28', 'day', '.']",18
1,"['you', 'guaranteed', '£200', 'award', 'even', '£1000', 'cashto', 'claim', 'ur', 'award', 'call', 'free', '08000407165', '(', '18+', ')', '2', 'stop', 'getstop', '88222', 'php']",21
0,"['lol', 'i', 'gon', 'na', 'last', 'month', '.', 'i', 'cashed', 'i', 'left', '&', 'lt', ';', '#', '&', 'gt', ';', 'case', '.', 'i', 'collecting', 'week', 'cause', 'announced', 'blog', '.']",27
0,"['eek', ""'s"", 'lot', 'time', 'especially', 'since', 'american', 'pie', 'like', '8', 'minute', 'long', '.', 'i', 'ca', ""n't"", 'stop', 'singing', '.']",19
0,"['the', 'table', ""'s"", 'occupied', ',', 'i', ""'m"", 'waiting', 'tree']",9
0,"['i', 'get', 'class', 'bsn', 'like', '&', 'lt', ';', '#', '&', 'gt', ';', 'minute', ',', 'know', 'advising', '?']",17
0,"['lol', 'boo', 'i', 'hoping', 'laugh']",5
0,"['i', ""'m"", 'happy', 'babe', '!', 'woo', 'hoo', 'party', 'dude', '!']",10
0,"['yes', 'princess', '!', 'i', 'want', 'please', 'every', 'night', '.', 'your', 'wish', 'command', '...']",13
0,"['pls', 'send', 'correct', 'name', 'da', '.']",6
0,"['horrible', 'gal', '.', 'me', 'sch', 'stuff', '.', 'how', 'come', 'u', 'got', 'mc', '?']",13
0,"['thankyou', 'much', 'call', '.', 'i', 'appreciate', 'care', '.']",8
0,"['wen', 'ur', 'lovable', 'bcums', 'angry', 'wid', 'u', ',', 'dnt', 'take', 'seriously', '..', 'coz', 'angry', 'childish', 'n', 'true', 'way', 'showing', 'deep', 'affection', ',', 'care', 'n', 'luv', '!', '..', 'kettoda', 'manda', '...', 'have', 'nice', 'day', 'da', '.']",35
0,"['hi', 'im', 'relaxing', 'time', 'ever', '!', 'get', '7am', 'every', 'day', '!', 'party', 'good', 'night', '?', 'i', 'get', 'home', 'tomorrow', '5ish', '.']",21
0,"['yup', 'shd', 'haf', 'ard', '10', 'page', 'add', 'figure', '...', 'ü', 'got', 'many', 'page', '?']",14
0,"['was', 'ask', '.', 'will', 'keep', 'one', '.', 'maybe', ""'s"", ""n't"", 'get', 'message', 'sent', 'glo']",14
0,"['good', 'morning', 'princess', '!', 'happy', 'new', 'year', '!']",8
1,"['win', 'newest', '“', 'harry', 'potter', 'order', 'phoenix', '(', 'book', '5', ')', 'reply', 'harry', ',', 'answer', '5', 'question', '-', 'chance', 'first', 'among', 'reader', '!']",23
0,"['the', 'last', 'thing', 'ever', 'wanted', 'hurt', '.', 'and', ""n't"", 'think', 'would', '.', 'you', ""'d"", 'laugh', ',', 'embarassed', ',', 'delete', 'tag', 'keep', 'going', '.', 'but', 'far', 'knew', ',', ""n't"", 'even', '.', 'the', 'fact', 'even', 'felt', 'like', 'would', 'hurt', 'show', 'really', ""n't"", 'know', '.', 'it', 'messy', 'wednesday', ',', ""n't"", 'bad', '.', 'the', 'problem', 'have', 'time', 'clean', ',', 'choose', '.', 'you', 'skype', ',', 'take', 'picture', ',', 'sleep', ',', 'want', 'go', '.', 'i', ""n't"", 'mind', 'thing', ',', ""n't"", 'make', 'bed', ',', 'throw', 'laundry', 'top', ',', 'ca', ""n't"", 'friend', 'house', ""'m"", 'embarassed', ""'s"", 'underwear', 'bra', 'strewn', 'bed', ',', 'pillow', 'floor', ',', ""'s"", 'something', 'else', '.', 'you', 'used', 'good', 'least', 'making', 'bed', '.']",107
1,"['double', 'min', '&', 'txts', 'orange', '1/2', 'price', 'linerental', '-', 'motorola', 'sonyericsson', 'b/tooth', 'free-nokia', 'free', 'call', 'mobileupd8', '08000839402', 'or2optout/hv9d']",18
0,"['do', 'u', 'knw', 'dis', '.', '&', 'lt', ';', '#', '&', 'gt', ';', '?']",13
0,"['carlos', 'took', '(', ')', ',', 'leave', 'minute']",7
0,"['that', ""'s"", 'fine', ',', 'i', ""'ll"", 'bitch', 'later']",8
0,"['i', 'want', 'tell', 'bad', 'i', 'feel', 'basically', 'time', 'i', 'text', 'lately', 'i', 'need', 'drug']",14
0,"['ok', 'thats', 'cool', '.', 'its', ',', 'either', 'raglan', 'rd', 'edward', 'rd', '.', 'behind', 'cricket', 'ground', '.', 'gim', 'ring', 'ur', 'closeby', 'see', 'tuesday', '.']",23
0,"['how', 'come', '?']",3
0,"['i', 'like', 'people', 'much', ':', ')', 'shy', 'pa', '.']",9
0,"['ü', 'collecting', 'ur', 'laptop', 'going', 'configure', 'da', 'setting', 'izzit', '?']",10
0,"['how', 'abt', 'making', 'pic', 'bigger', '?']",6
0,"['1', '.', 'tension', 'face', '2', '.', 'smiling', 'face', '3', '.', 'waste', 'face', '4', '.', 'innocent', 'face', '5.terror', 'face', '6.cruel', 'face', '7.romantic', 'face', '8.lovable', 'face', '9.decent', 'face', '&', 'lt', ';', '#', '&', 'gt', ';', '.joker', 'face', '.']",36
0,"['its', 'going', 'good', '...', 'problem', '..', 'still', 'need', 'little', 'experience', 'understand', 'american', 'customer', 'voice', '...']",15
0,"['u', 'town', 'alone', '?']",4
0,"['garbage', 'bag', ',', 'egg', ',', 'jam', ',', 'bread', ',', 'hannaford', 'wheat', 'chex']",12
1,"['do', 'ever', 'notice', ""'re"", 'driving', ',', 'anyone', 'going', 'slower', 'idiot', 'everyone', 'driving', 'faster', 'maniac', '?']",15
1,"['please', 'call', '08712402972', 'immediately', 'urgent', 'message', 'waiting']",7
0,"['i', 'also', 'thk', 'fast', '...', 'xy', 'suggest', 'one', '.', 'u', 'dun', 'wan', ""'s"", 'ok', '.', 'going', '2', 'rain', 'leh', 'got', 'gd', '.']",22
0,"['wishing', 'beautiful', 'day', '.', 'each', 'moment', 'revealing', 'even', 'thing', 'keep', 'smiling', '.', 'do', 'enjoy', '.']",15
0,"['sorry', 'da', 'thangam', ',', 'sorry', 'held', 'prasad', '.']",8
1,"['xmas', '&', 'new', 'years', 'eve', 'ticket', 'sale', 'club', ',', 'day', '10am', 'till', '8pm', ',', 'thurs', ',', 'fri', '&', 'sat', 'night', 'week', '.', 'they', ""'re"", 'selling', 'fast', '!']",27
1,"['thanks', 'ringtone', 'order', ',', 'reference', 't91', '.', 'you', 'charged', 'gbp', '4', 'per', 'week', '.', 'you', 'unsubscribe', 'anytime', 'calling', 'customer', 'service', '09057039994']",21
0,"['ello', 'babe', 'u', 'ok', '?']",5
0,"['aiyar', 'dun', 'disturb', 'u', 'liao', '...', 'thk', 'u', 'lot', '2', 'aft', 'ur', 'cupboard', 'come', '...']",15
0,"[':', '-', ')', ':', '-', ')']",6
1,"['no', '1', 'polyphonic', 'tone', '4', 'ur', 'mob', 'every', 'week', '!', 'just', 'txt', 'pt2', '87575', '.', '1st', 'tone', 'free', '!', 'get', 'txtin', 'tell', 'ur', 'friend', '.', '150p/tone', '.', '16', 'reply', 'hl', '4info']",31
